iter	RMSE
140	39.20407685
141	39.17495627
142	39.15417429
143	39.12596601
144	39.11247889
145	39.09591597
146	39.06988805
147	39.05110293
148	39.0086131
149	38.9938609
150	38.97399962
151	38.95851666
152	38.9387766
153	38.91897445
154	38.90083755
155	38.89158425
156	38.87431285
157	38.83364636
158	38.81148542
159	38.77800407
160	38.74442323
161	38.73056029
162	38.70107027
163	38.68055097
164	38.6654092
165	38.62603085
166	38.60713023
167	38.5900967
168	38.55300285
169	38.53330748
170	38.50750834
171	38.49433875
172	38.47412195
173	38.45481345
174	38.42060873
175	38.39260446
176	38.37683055
177	38.36466642
178	38.3364627
179	38.32208676
180	38.30185245
181	38.28908716
182	38.26366026
183	38.24012265
184	38.2131839
185	38.19124454
186	38.17561218
187	38.16171728
188	38.13805338
189	38.12610545
190	38.11267477
191	38.10255808
192	38.07994228
193	38.06483401
194	38.04726332
195	38.02939014
196	38.00992532
197	37.98993294
198	37.97428638
199	37.95071051
200	37.9302664
201	37.91944857
202	37.89730394
203	37.88069905
204	37.85907198
205	37.84357598
206	37.82522949
207	37.80697235
208	37.78744634
209	37.77734217
210	37.76470128
211	37.75407194
212	37.72967713
213	37.71884837
214	37.71155496
215	37.69910454
216	37.68834485
217	37.67529297
218	37.66690007
219	37.65635074
220	37.64543089
221	37.62933204
222	37.61272751
223	37.59710399
224	37.58230011
225	37.56827726
226	37.55791712
227	37.5489953
228	37.53653008
229	37.52216776
230	37.51000059
231	37.5010433
232	37.49185401
233	37.4839187
234	37.47334699
235	37.46591454
236	37.45704543
237	37.44357524
238	37.42942211
239	37.41703138
240	37.40922009
241	37.39621482
242	37.38602766
243	37.37081392
244	37.36186972
245	37.34945501
246	37.3348654
247	37.32505161
248	37.3144228
249	37.30410941
250	37.29451737
251	37.28518339
252	37.27492724
253	37.26436579
254	37.25510652
255	37.24158201
256	37.22488598
257	37.21669386
258	37.2033804
259	37.19473045
260	37.18742453
261	37.17286829
262	37.16370757
263	37.15295419
264	37.1466517
265	37.13791415
266	37.12573638
267	37.11511358
268	37.10765932
269	37.08845289
270	37.08005633
271	37.07281121
272	37.05832997
273	37.05024559
274	37.04089543
275	37.02940416
276	37.01728835
277	37.00823043
278	37.00050252
279	36.9936054
280	36.98572912
281	36.97393649
282	36.96072738
283	36.95019748
284	36.94200348
285	36.92969964
286	36.92310125
287	36.91311336
288	36.90461501
289	36.89449717
290	36.88722361
291	36.87854057
292	36.8699268
293	36.85699118
294	36.85144861
295	36.8442266
296	36.83582035
297	36.82790802
298	36.82184813
299	36.81428935
300	36.80775382
301	36.79924304
302	36.79323884
303	36.78528583
304	36.77870436
305	36.77086159
306	36.76302387
307	36.74821825
308	36.73900823
309	36.72725388
310	36.71847319
311	36.71100558
312	36.6995124
313	36.69361978
314	36.68683758
315	36.67985765
316	36.67050517
317	36.66277666
318	36.65540571
319	36.64844308
320	36.63943476
321	36.63337486
322	36.62579468
323	36.61865636
324	36.61191796
325	36.59425668
326	36.58695857
327	36.57889167
328	36.56813917
329	36.55977454
330	36.55316533
331	36.5446844
332	36.53640084
333	36.5279983
334	36.51836063
335	36.51188337
336	36.50588382
337	36.4937121
338	36.48682238
339	36.48065043
340	36.47260561
341	36.46278368
342	36.45794293
343	36.44890591
344	36.43805975
345	36.42687431
346	36.41983523
347	36.41158156
348	36.40495712
349	36.39932229
350	36.39461231
351	36.38761959
352	36.38256348
353	36.37397498
354	36.36268677
355	36.35701047
356	36.35090846
357	36.34380557
358	36.33463172
359	36.32788614
360	36.32205716
361	36.3173674
362	36.31053833
363	36.30044339
364	36.29289471
365	36.28377592
366	36.27238051
367	36.26466321
368	36.25271881
369	36.24474562
370	36.23787154
371	36.22557894
372	36.21696381
373	36.21089821
374	36.20285772
375	36.19685006
376	36.19042008
377	36.18146618
378	36.17603661
379	36.16884135
380	36.16162551
381	36.15628087
382	36.14833061
383	36.13750707
384	36.12927256
385	36.11971065
386	36.11204343
387	36.10390316
388	36.09895237
389	36.09353601
390	36.08443853
391	36.07732048
392	36.06587406
393	36.05868985
394	36.05317485
395	36.04272672
396	36.03285523
397	36.02643464
398	36.02202286
399	36.01522909
400	36.0093082
401	36.00464933
402	35.99902687
403	35.99163126
404	35.98233602
405	35.97639884
406	35.97059696
407	35.9637713
408	35.95746862
409	35.95254967
410	35.94690554
411	35.93601976
412	35.93029586
413	35.92551672
414	35.92147433
415	35.91227779
416	35.90483985
417	35.89944848
418	35.89292308
419	35.88321995
420	35.87514224
421	35.86906289
422	35.85893286
423	35.85314969
424	35.8457299
425	35.84122161
426	35.83514792
427	35.83044155
428	35.82332629
429	35.81497935
430	35.80587995
431	35.79962094
432	35.79464163
433	35.78707519
434	35.77985094
435	35.77086775
436	35.76223392
437	35.75543932
438	35.74553726
439	35.73953182
440	35.73262841
441	35.72627336
442	35.71927257
443	35.71241076
444	35.70612475
445	35.70128952
446	35.6946163
447	35.68919344
448	35.68311781
449	35.67819963
450	35.66874652
451	35.65874567
452	35.65309754
453	35.6416744
454	35.63728015
455	35.62903584
456	35.61907455
457	35.61363436
458	35.60725884
459	35.60183862
460	35.59140905
461	35.58679547
462	35.58188943
463	35.57385156
464	35.56570285
465	35.56018314
466	35.55428301
467	35.54468407
468	35.53876247
469	35.53290221
470	35.52650435
471	35.5193487
472	35.51462733
473	35.50848291
474	35.49985982
475	35.49190977
476	35.48540011
477	35.47878967
478	35.47073941
479	35.4631492
480	35.45901309
481	35.45305965
482	35.44708421
483	35.44302255
484	35.43537862
485	35.43030752
486	35.4245799
487	35.4171883
488	35.41099936
489	35.40711279
490	35.40097677
491	35.39545929
492	35.39079218
493	35.37862287
494	35.3734388
495	35.36664062
496	35.36034195
497	35.354301
498	35.34729477
499	35.34231751
500	35.33768382
501	35.33195749
502	35.32702786
503	35.31715645
504	35.31239605
505	35.30352213
506	35.29743653
507	35.28910341
508	35.28269896
509	35.27825657
510	35.27380653
511	35.26430672
512	35.25447816
513	35.25029065
514	35.24137524
515	35.23455376
516	35.22836638
517	35.22364122
518	35.21589715
519	35.20717649
520	35.20175937
521	35.19457046
522	35.18907189
523	35.18526527
524	35.18002304
525	35.17366301
526	35.17005067
527	35.16644386
528	35.16178427
529	35.1569556
530	35.14776401
531	35.14201498
532	35.13525057
533	35.13009495
534	35.12593899
535	35.12036067
536	35.11459497
537	35.10844168
538	35.10329536
539	35.09782826
540	35.09059959
541	35.08492367
542	35.07941467
543	35.07370372
544	35.07032362
545	35.06555018
546	35.05776233
547	35.05122876
548	35.04615664
549	35.04172666
550	35.0362646
551	35.02842502
552	35.02451942
553	35.01773202
554	35.01389762
555	35.01009172
556	35.00559639
557	34.99949711
558	34.99190766
559	34.98658652
560	34.97785576
561	34.9695517
562	34.9613148
563	34.95487138
564	34.95055325
565	34.9464257
566	34.94011018
567	34.93708286
568	34.92976965
569	34.92455007
570	34.91771882
571	34.91275677
572	34.90342172
573	34.89581559
574	34.89154029
575	34.88731819
576	34.88341557
577	34.87656649
578	34.87014302
579	34.86587347
580	34.85853369
581	34.85299529
582	34.84504517
583	34.84046762
584	34.83476841
585	34.82721463
586	34.82365983
587	34.82046276
588	34.8140478
589	34.80716891
590	34.79891996
591	34.79430628
592	34.78674314
593	34.78131675
594	34.77579936
595	34.77212643
596	34.76615117
597	34.76002377
598	34.75293196
599	34.74604988
600	34.73912161
601	34.73216291
602	34.72729744
603	34.72092744
604	34.71689665
605	34.71013731
606	34.70515291
607	34.70018897
608	34.6941436
609	34.68983446
610	34.68268109
611	34.67901506
612	34.67240357
613	34.66765861
614	34.66154051
615	34.6555385
616	34.65183177
617	34.64796084
618	34.64247554
619	34.63573887
620	34.62981379
621	34.62430184
622	34.61989974
623	34.61395887
624	34.60885964
625	34.60463105
626	34.60018688
627	34.59341227
628	34.58794913
629	34.58020897
630	34.57432393
631	34.57007062
632	34.56018331
633	34.55149149
634	34.547458
635	34.54249351
636	34.53335407
637	34.52638225
638	34.52017796
639	34.51295196
640	34.50722738
641	34.50329903
642	34.4996799
643	34.4923814
644	34.48466574
645	34.47867485
646	34.4711955
647	34.46407709
648	34.45855948
649	34.45441925
650	34.44975819
651	34.4461029
652	34.43907914
653	34.43444938
654	34.43169886
655	34.42332588
656	34.41531495
657	34.40800742
658	34.40331707
659	34.39961927
660	34.39188229
661	34.38474923
662	34.37780825
663	34.37264727
664	34.36953692
665	34.36250154
666	34.3559174
667	34.35038447
668	34.34601837
669	34.34071875
670	34.33430035
671	34.3264991
672	34.32079626
673	34.31268744
674	34.30800139
675	34.3037241
676	34.29659467
677	34.29353262
678	34.2870413
679	34.2783917
680	34.27362184
681	34.26541522
682	34.25913008
683	34.25493879
684	34.24998999
685	34.24459472
686	34.23739173
687	34.22993987
688	34.22150661
689	34.21528094
690	34.20910859
691	34.2018961
692	34.19607035
693	34.19043551
694	34.18578906
695	34.17881838
696	34.1740754
697	34.16953457
698	34.16633068
699	34.15878376
700	34.15280449
701	34.14847652
702	34.14438845
703	34.14074359
704	34.13453476
705	34.13070443
706	34.12380119
707	34.11892485
708	34.11244279
709	34.10498701
710	34.10026701
711	34.09310277
712	34.08877392
713	34.08581054
714	34.07984338
715	34.07294622
716	34.06731077
717	34.05889026
718	34.05278624
719	34.04703777
720	34.04223614
721	34.03853379
722	34.03452312
723	34.02731636
724	34.02087599
725	34.01690984
726	34.01103701
727	34.00647866
728	34.001663
729	33.99633109
730	33.99213888
731	33.98777255
732	33.98188699
733	33.97613399
734	33.97091617
735	33.96534514
736	33.95996446
737	33.95464577
738	33.95010942
739	33.94585852
740	33.94189271
741	33.93566242
742	33.92928482
743	33.92455326
744	33.9162763
745	33.90845368
746	33.90173927
747	33.89343141
748	33.88583372
749	33.8799116
750	33.87202228
751	33.86868042
752	33.86314134
753	33.85845946
754	33.85181624
755	33.84628325
756	33.83899345
757	33.83486609
758	33.8272408
759	33.82340191
760	33.8184343
761	33.81229556
762	33.80861958
763	33.80275144
764	33.79582047
765	33.79078207
766	33.78483568
767	33.77979149
768	33.77618785
769	33.77002687
770	33.76367448
771	33.75958587
772	33.75427184
773	33.7484656
774	33.74367098
775	33.73613618
776	33.73047944
777	33.72313362
778	33.71909834
779	33.71541959
780	33.70685284
781	33.70249493
782	33.696016
783	33.68969909
784	33.6843124
785	33.68203425
786	33.67698298
787	33.67046076
788	33.66496981
789	33.65963201
790	33.65227327
791	33.64595266
792	33.64177012
793	33.63385848
794	33.62834403
795	33.62365077
796	33.61890302
797	33.61192313
798	33.60302138
799	33.59740955
800	33.59166707
801	33.58575136
802	33.57879731
803	33.57202251
804	33.56851133
805	33.56262261
806	33.55606465
807	33.55220456
808	33.54637152
809	33.54315853
810	33.53739653
811	33.53412737
812	33.52852216
813	33.52253186
814	33.51853154
815	33.51317667
816	33.50737009
817	33.50244
818	33.49887948
819	33.49073794
820	33.48482638
821	33.47697336
822	33.47222076
823	33.46691031
824	33.46314429
825	33.45596403
826	33.45085563
827	33.44541212
828	33.4403731
829	33.43273074
830	33.43010703
831	33.42668838
832	33.42241817
833	33.41787135
834	33.41251532
835	33.40619027
836	33.4009065
837	33.39241705
838	33.38627764
839	33.38260975
840	33.37457743
841	33.36996059
842	33.36353693
843	33.35787301
844	33.35328504
845	33.34648363
846	33.33946746
847	33.33588516
848	33.32900554
849	33.32217296
850	33.3157424
851	33.30967173
852	33.30353897
853	33.29894855
854	33.29419055
855	33.28624891
856	33.28154138
857	33.27911831
858	33.27349373
859	33.26619037
860	33.26091178
861	33.25522181
862	33.24825769
863	33.2409754
864	33.23432397
865	33.22827871
866	33.22413639
867	33.21835209
868	33.21442074
869	33.21048592
870	33.20700086
871	33.20049035
872	33.19435436
873	33.18927502
874	33.1815337
875	33.17716908
876	33.17122804
877	33.16741344
878	33.16350283
879	33.1570567
880	33.14998664
881	33.14317959
882	33.13885835
883	33.13346805
884	33.12903266
885	33.12472928
886	33.11941164
887	33.1161511
888	33.11092897
889	33.1049991
890	33.09982142
891	33.09413525
892	33.08706466
893	33.08280406
894	33.07699817
895	33.07213815
896	33.06683091
897	33.06119038
898	33.05483908
899	33.04960737
900	33.04511228
901	33.0414458
902	33.0372048
903	33.03118627
904	33.02555174
905	33.01985701
906	33.01594387
907	33.01028285
908	33.00573524
909	32.99947449
910	32.99334669
911	32.98831471
912	32.98388055
913	32.97921999
914	32.97299007
915	32.96939558
916	32.9651677
917	32.95824197
918	32.95300357
919	32.94889588
920	32.94345114
921	32.93837597
922	32.93397048
923	32.92938071
924	32.92484051
925	32.92138267
926	32.91546098
927	32.91078263
928	32.90513273
929	32.90165626
930	32.89723121
931	32.89245626
932	32.88674372
933	32.88157935
934	32.87464305
935	32.86857403
936	32.86226911
937	32.85568414
938	32.8501267
939	32.84469173
940	32.83661507
941	32.83065717
942	32.82631561
943	32.82214665
944	32.81623786
945	32.8128322
946	32.80637784
947	32.80171854
948	32.79833074
949	32.79558436
950	32.79095601
951	32.78698613
952	32.78376753
953	32.77854388
954	32.77415215
955	32.76765729
956	32.76352438
957	32.75909306
958	32.74951187
959	32.74499392
960	32.74081784
961	32.73561046
962	32.72859237
963	32.72329953
964	32.71876312
965	32.71365296
966	32.7108255
967	32.70813934
968	32.70350083
969	32.69982235
970	32.69436788
971	32.69082696
972	32.6846889
973	32.6803622
974	32.67397608
975	32.66973508
976	32.66520606
977	32.65828421
978	32.65188386
979	32.6476637
980	32.64211319
981	32.63462947
982	32.63119601
983	32.62500534
984	32.61907467
985	32.61428146
986	32.6060074
987	32.60081697
988	32.59748835
989	32.59194349
990	32.58701041
991	32.57914627
992	32.5733601
993	32.56856479
994	32.56484189
995	32.55779769
996	32.55355234
997	32.54927237
998	32.54565884
999	32.5377216
